lambda_phys,mean_val_auc,auc_std_across_folds,oof_auc,aupr,brier,mean_fos_residual,fos_pred_median,coh_median,coh_std,phi_median_deg,phi_std_deg
0.0,0.9839132493540859,0.0014911060207183262,0.9839088175133809,0.9745747637239722,0.05805061899172037,8.247004976584646,13.997121810913086,0.0,0.3003409802913666,30.0,2.6782658100128174
0.01,0.984298421926735,0.00193377055016732,0.9842883336744739,0.9743623032898534,0.058883291628111324,1.8897683395644371,3.169344902038574,3.51450252532959,18.537227630615234,42.09043884277344,3.459897994995117
0.1,0.9837631872549231,0.0015908417498015533,0.9837606682353645,0.973453757184171,0.05865624709559334,0.24860806441274266,2.3318943977355957,2.768305778503418,32.53998947143555,34.98428726196289,6.743062496185303
