dataset,landslide,type,soil_texture_idx,PGA2_max,x,y,predicted_susceptibility
training,0.0,Undifferentiated,7,0.13769184052944183,-48.04596,-23.028316,0.1957346647977829
training,0.0,Undifferentiated,11,0.2243778109550476,69.625114,-24.694746,0.1010141521692276
training,0.0,Sandy Clay Loam,7,0.3876691460609436,23.839785,-58.22297,0.09117309004068375
training,0.0,Sandy Clay Loam,11,0.3401726484298706,51.641464,-40.62161,0.3785378038883209
training,0.0,Undifferentiated,7,0.16561731696128845,-48.949173,-0.62162244,0.24327494204044342
training,0.0,Undifferentiated,7,0.16561731696128845,-45.849693,-4.374712,0.1803765594959259
training,0.0,Sandy Clay Loam,7,0.3550730049610138,0.5883562,-38.4769,0.06852894276380539
training,0.0,Undifferentiated,7,0.21350590884685516,-62.735485,-18.443037,0.23018692433834076
training,0.0,Sandy Clay Loam,7,0.31388285756111145,12.513478,-63.264236,0.13121084868907928
training,0.0,Sandy Clay Loam,7,0.29865095019340515,25.157368,-47.123684,0.1428631991147995
training,0.0,Undifferentiated,7,0.14637599885463715,-15.829107,-22.21853,0.06248006597161293
training,0.0,Undifferentiated,7,0.2711891829967499,-34.55705,44.525017,0.23308366537094116
training,0.0,Undifferentiated,7,0.2537374794483185,-47.319447,-3.776973,0.3149002194404602
training,0.0,Undifferentiated,11,0.13526548445224762,31.690979,-11.806039,0.12370322644710541
training,0.0,Sandy Clay Loam,7,0.24220380187034607,8.639918,-56.447327,0.08540205657482147
training,0.0,Undifferentiated,7,0.18863682448863983,-69.9891,-7.283095,0.10685049742460251
training,0.0,Undifferentiated,7,0.19142307341098785,-72.53181,-5.921497,0.19554093480110168
training,0.0,Sandy Clay Loam,7,0.17314741015434265,21.703794,-31.960283,0.9535319805145264
training,0.0,Sandy Clay Loam,11,0.26748284697532654,53.029354,-40.27268,0.40946143865585327
training,0.0,Undifferentiated,7,0.12224394828081131,-15.468677,-30.49913,0.1500253677368164
training,0.0,Sandy Clay Loam,7,0.2777422070503235,9.425651,-51.14522,0.5095405578613281
training,0.0,Sandy Clay Loam,11,0.31476065516471863,50.12898,-38.791065,0.8277418613433838
training,0.0,Undifferentiated,11,0.1470782309770584,71.41265,-22.578407,0.058452919125556946
training,0.0,Undifferentiated,11,0.1871204525232315,74.51337,-21.766178,0.0683189332485199
training,0.0,Sandy Clay Loam,11,0.22526304423809052,56.16314,-40.57578,0.16407769918441772
training,0.0,Sandy Clay Loam,7,0.43341949582099915,-5.422176,-76.36116,0.7554882764816284
training,0.0,Undifferentiated,7,0.19867035746574402,-62.238987,-27.42715,0.17732709646224976
training,0.0,Sandy Clay Loam,7,0.42076438665390015,2.004747,-72.36951,0.1310024857521057
training,0.0,Sandy Clay Loam,7,0.41452285647392273,-5.3162146,-75.68697,0.7735357880592346
training,0.0,Undifferentiated,7,0.22562529146671295,-60.45254,-15.353395,0.16250695288181305
training,0.0,Undifferentiated,7,0.17226652801036835,-59.577778,-30.880508,0.24784621596336365
training,0.0,Undifferentiated,7,0.20346102118492126,-7.6471767,-10.750538,0.07638496905565262
training,0.0,Sandy Clay Loam,7,0.3332505226135254,2.6923912,-57.478146,0.10275089740753174
training,0.0,Sandy Clay Loam,7,0.2490014135837555,27.255713,-43.972633,0.089545339345932
training,0.0,Undifferentiated,7,0.14238394796848297,-39.51891,13.600895,0.06527013331651688
training,0.0,Sandy Clay Loam,7,0.2379174828529358,21.555338,-38.365242,0.1721142679452896
training,0.0,Undifferentiated,7,0.12931789457798004,-26.234116,-27.745808,0.17723320424556732
training,0.0,Undifferentiated,7,0.1538032442331314,-43.031773,22.764908,0.26724180579185486
training,0.0,Sandy Clay Loam,7,0.3374864459037781,-51.25038,38.80041,0.06869259476661682
training,0.0,Sandy Clay Loam,7,0.31800976395606995,6.3781157,-59.72708,0.1277470886707306
training,0.0,Sandy Clay Loam,7,0.29871824383735657,5.4371676,-30.53415,0.05460856854915619
training,0.0,Undifferentiated,7,0.3064028322696686,-42.44093,42.232372,0.04032434895634651
training,0.0,Sandy Clay Loam,11,0.34517329931259155,54.3316,-21.627756,0.19978392124176025
training,0.0,Sandy Clay Loam,7,0.2379174828529358,22.007336,-37.978996,0.2807537317276001
training,0.0,Undifferentiated,7,0.16970288753509521,-68.270164,-10.286058,0.07178831845521927
training,0.0,Undifferentiated,7,0.17354492843151093,-27.349302,-33.67962,0.19362401962280273
training,0.0,Undifferentiated,7,0.13432739675045013,-47.04311,-16.425056,0.07819473743438721
training,0.0,Undifferentiated,7,0.14492541551589966,-47.867615,-23.038279,0.2335372120141983
training,0.0,Undifferentiated,11,0.23953977227210999,70.22319,-18.727642,0.057306382805109024
training,0.0,Sandy Clay Loam,7,0.48425814509391785,9.2745285,-80.67614,0.8132416009902954
training,0.0,Undifferentiated,7,0.13643363118171692,-28.014736,-25.797798,0.13639305531978607
training,0.0,Sandy Clay Loam,7,0.37179747223854065,3.2710478,32.88606,0.06171679124236107
training,0.0,Undifferentiated,7,0.16525503993034363,-15.510539,-23.300066,0.07093100994825363
training,0.0,Sandy Clay Loam,7,0.3543212115764618,-1.9934837,-63.872284,0.2806320786476135
training,0.0,Undifferentiated,7,0.2433418184518814,-33.436996,26.432718,0.06986183673143387
training,0.0,Sandy Clay Loam,7,0.31388285756111145,10.937836,-67.35929,0.3104232847690582
training,0.0,Sandy Clay Loam,7,0.4426671862602234,-3.4742022,-75.87673,0.23349982500076294
training,0.0,Undifferentiated,7,0.11932709068059921,-24.226503,-0.11765122,0.07822967320680618
training,0.0,Undifferentiated,11,0.24307690560817719,78.56594,-20.77621,0.13463521003723145
training,0.0,Undifferentiated,7,0.1789056807756424,-55.54906,-5.842275,0.0669148862361908
training,0.0,Sandy Clay Loam,7,0.3452144265174866,-3.2936604,-35.98211,0.08011538535356522
training,0.0,Sandy Clay Loam,7,0.238399937748909,-2.8540955,10.795271,0.12167802453041077
training,0.0,Undifferentiated,7,0.18122078478336334,-33.636116,-7.8369513,0.08907634764909744
training,0.0,Undifferentiated,7,0.18991719186306,-47.128723,-5.0107503,0.1459696739912033
training,0.0,Undifferentiated,7,0.19046393036842346,-68.43439,-4.9905396,0.17135882377624512
training,0.0,Sandy Clay Loam,7,0.39841514825820923,19.525944,-69.22043,0.10620606690645218
training,0.0,Undifferentiated,7,0.2054050862789154,-52.830917,-5.238345,0.11333449184894562
training,0.0,Undifferentiated,7,0.1649201512336731,-33.055832,-7.3087654,0.09417027980089188
training,0.0,Undifferentiated,7,0.13349807262420654,-25.795122,-22.873882,0.12022680789232254
training,0.0,Undifferentiated,7,0.2631937563419342,-34.763084,43.690845,0.1719845086336136
training,0.0,Sandy Clay Loam,7,0.360830157995224,13.962601,-68.916275,0.6474979519844055
training,0.0,Sandy Clay Loam,7,0.2738553583621979,22.102365,-42.884827,0.9968904852867126
training,0.0,Undifferentiated,7,0.20902438461780548,-72.64347,16.168653,0.233782097697258
training,0.0,Undifferentiated,7,0.19286425411701202,-33.322643,-16.686451,0.2155904769897461
training,0.0,Sandy Clay Loam,7,0.3781588077545166,5.1714516,-63.715626,0.5454262495040894
training,0.0,Undifferentiated,7,0.18491975963115692,-62.31439,-27.662674,0.13193249702453613
training,0.0,Undifferentiated,7,0.18827377259731293,-21.104618,-30.229427,0.16950830817222595
training,0.0,Undifferentiated,7,0.17226652801036835,-57.46639,-34.37123,0.44467881321907043
training,0.0,Undifferentiated,7,0.21149079501628876,-71.35598,11.504452,0.21770603954792023
training,0.0,Undifferentiated,7,0.1800583153963089,-62.92104,-27.40268,0.16276764869689941
training,0.0,Undifferentiated,7,0.2315971553325653,-46.29299,31.774527,0.08386250585317612
training,0.0,Sandy Clay Loam,7,0.1805814802646637,24.69976,-34.050446,0.38732609152793884
training,0.0,Undifferentiated,11,0.20918039977550507,80.82683,-19.997366,0.11682381480932236
training,0.0,Undifferentiated,11,0.15584203600883484,44.373318,-26.61747,0.07359464466571808
training,0.0,Undifferentiated,7,0.14037080109119415,-46.48216,-18.637836,0.14386877417564392
training,0.0,Undifferentiated,7,0.19286085665225983,-45.656033,30.21226,0.06442936509847641
training,0.0,Undifferentiated,7,0.215517058968544,-3.0959096,-10.866039,0.05699872598052025
training,0.0,Undifferentiated,7,0.20203883945941925,-55.123726,-5.4265647,0.058468643575906754
training,0.0,Undifferentiated,7,0.1988942176103592,-54.108353,-24.784845,0.5070439577102661
training,0.0,Undifferentiated,7,0.2154720574617386,-15.081653,-3.6557395,0.21185119450092316
training,0.0,Sandy Clay Loam,7,0.4426671862602234,-3.611972,-75.780174,0.3693799674510956
training,0.0,Sandy Clay Loam,7,0.36185261607170105,5.748806,-62.310295,0.19737647473812103
training,0.0,Sandy Clay Loam,7,0.375588595867157,3.2922893,-77.7441,0.5187438726425171
training,0.0,Sandy Clay Loam,7,0.39889198541641235,5.299615,31.544577,0.06351833045482635
training,0.0,Sandy Clay Loam,7,0.32849738001823425,24.501118,-53.35026,0.07067076116800308
training,0.0,Sandy Clay Loam,7,0.39350274205207825,-13.301116,-67.36478,0.6816725134849548
training,0.0,Undifferentiated,7,0.11116085946559906,-22.021904,-5.085723,0.09479338675737381
training,0.0,Undifferentiated,7,0.18974286317825317,-38.482647,24.63843,0.11160196363925934
training,0.0,Undifferentiated,11,0.2684035003185272,51.262684,-8.792982,0.3270494341850281
training,0.0,Undifferentiated,7,0.24083636701107025,-4.711799,-13.789483,0.1210259348154068
training,0.0,Undifferentiated,7,0.1891729235649109,-49.07242,-37.24873,0.4062758982181549
training,0.0,Sandy Clay Loam,7,0.16617357730865479,39.70307,10.397204,0.07554487138986588
training,0.0,Undifferentiated,7,0.13432739675045013,-48.597614,-19.088238,0.10010166466236115
training,0.0,Undifferentiated,7,0.17463970184326172,-14.895497,-30.041819,0.19909954071044922
training,0.0,Undifferentiated,7,0.23758532106876373,-32.570915,22.07029,0.05551542341709137
training,0.0,Sandy Clay Loam,7,0.20142370462417603,-23.995321,13.672226,0.15403345227241516
training,0.0,Sandy Clay Loam,11,0.238399937748909,65.80112,-16.708143,0.1052720919251442
training,0.0,Undifferentiated,7,0.14866366982460022,-53.353756,-12.399576,0.10688629001379013
training,0.0,Sandy Clay Loam,7,0.3558996617794037,22.790342,-55.54131,0.1076572835445404
training,0.0,Undifferentiated,7,0.20730575919151306,-63.39354,-17.772654,0.14052943885326385
training,0.0,Sandy Clay Loam,7,0.34253498911857605,-19.530022,40.20512,0.0860518217086792
training,0.0,Sandy Clay Loam,7,0.3149242103099823,1.0894779,13.908039,0.0828811377286911
training,0.0,Undifferentiated,7,0.25096461176872253,-31.452997,25.531681,0.08115781098604202
training,0.0,Undifferentiated,7,0.1800583153963089,-68.23177,-10.846352,0.08377160876989365
training,0.0,Undifferentiated,7,0.1630793809890747,-48.85859,-18.52989,0.18544955551624298
training,0.0,Sandy Clay Loam,7,0.3876691460609436,23.45351,-56.6878,0.12976859509944916
training,0.0,Undifferentiated,7,0.1815004050731659,-63.598263,-25.255007,0.11428294330835342
training,0.0,Undifferentiated,7,0.1469782590866089,-36.6575,13.700886,0.045377764850854874
training,0.0,Undifferentiated,7,0.16178178787231445,-49.11212,-5.3326025,0.15107686817646027
training,0.0,Undifferentiated,7,0.1968868523836136,-4.0616307,-11.8076935,0.050541989505290985
training,0.0,Sandy Clay Loam,7,0.3595470190048218,19.546925,-55.535934,0.19493529200553894
training,0.0,Undifferentiated,7,0.23983126878738403,-59.620335,-14.152218,0.16778181493282318
training,0.0,Undifferentiated,7,0.19872808456420898,-60.391476,-29.379171,0.24322085082530975
training,0.0,Undifferentiated,7,0.28290513157844543,-37.91232,41.31299,0.1578463613986969
training,0.0,Undifferentiated,7,0.31527233123779297,-44.260887,42.83388,0.039949722588062286
training,0.0,Sandy Clay Loam,7,0.24386116862297058,22.729052,-42.536762,0.38827773928642273
training,0.0,Sandy Clay Loam,7,0.36244997382164,0.5222862,-78.02963,0.2654401361942291
training,0.0,Undifferentiated,7,0.3009816110134125,-33.333916,44.563732,0.16940397024154663
training,0.0,Undifferentiated,11,0.2204185277223587,77.16784,-18.11289,0.09381047636270523
training,0.0,Undifferentiated,7,0.18557129800319672,-56.028633,-33.71435,0.7106054425239563
training,0.0,Sandy Clay Loam,7,0.3514847755432129,17.263569,-62.68245,0.099036805331707
training,0.0,Undifferentiated,7,0.13087697327136993,-15.427577,-22.03705,0.07430998980998993
training,0.0,Undifferentiated,7,0.18932189047336578,-66.25875,-3.9695506,0.13091245293617249
training,0.0,Sandy Clay Loam,7,0.29167431592941284,3.187149,-27.405275,0.06391312181949615
training,0.0,Sandy Clay Loam,7,0.44422513246536255,19.549635,-68.1906,0.3611472547054291
training,0.0,Sandy Clay Loam,7,0.38327810168266296,-3.4604933,-70.20896,0.8052988052368164
training,0.0,Sandy Clay Loam,7,0.29630401730537415,-4.88618,-62.286663,0.3829314708709717
training,0.0,Sandy Clay Loam,7,0.3514753580093384,3.4723155,-33.25174,0.05227579176425934
training,0.0,Undifferentiated,7,0.19609558582305908,-54.74495,-2.9110115,0.07310392707586288
training,0.0,Sandy Clay Loam,7,0.20087507367134094,27.170311,-42.832058,0.12175022810697556
training,0.0,Undifferentiated,7,0.15388129651546478,-36.07647,-25.889963,0.19230791926383972
training,0.0,Sandy Clay Loam,7,0.3595470190048218,17.875603,-56.439983,0.23884721100330353
training,0.0,Undifferentiated,7,0.2121451497077942,-40.192745,24.294012,0.16998828947544098
training,0.0,Sandy Clay Loam,11,0.3443157374858856,54.15558,-16.120028,0.06350934505462646
training,0.0,Sandy Clay Loam,7,0.16617357730865479,39.7566,10.489836,0.06543358415365219
training,0.0,Undifferentiated,7,0.15428316593170166,-45.6849,-16.060274,0.0752100870013237
training,0.0,Undifferentiated,7,0.17175675928592682,-32.545357,-10.133291,0.1109231561422348
training,0.0,Sandy Clay Loam,7,0.31115299463272095,0.82682663,-29.882849,0.059727106243371964
training,0.0,Sandy Clay Loam,7,0.29923364520072937,22.88336,-51.077007,0.08343011885881424
training,0.0,Undifferentiated,7,0.2973020076751709,-58.6902,36.221207,0.09146904200315475
training,0.0,Undifferentiated,7,0.12970905005931854,-28.442394,5.69716,0.03904189169406891
training,0.0,Undifferentiated,11,0.13432739675045013,31.50488,-12.120929,0.15065619349479675
training,0.0,Undifferentiated,7,0.16305361688137054,-32.686356,-10.645775,0.12724819779396057
training,0.0,Sandy Clay Loam,7,0.3898788094520569,-7.713379,-72.85593,0.9159943461418152
training,0.0,Undifferentiated,7,0.17814725637435913,-45.23478,-2.5813966,0.2334866225719452
training,0.0,Undifferentiated,7,0.20495548844337463,-63.93123,10.060396,0.09222247451543808
training,0.0,Undifferentiated,7,0.17012889683246613,-14.537194,-29.534817,0.14890706539154053
training,0.0,Undifferentiated,7,0.192426860332489,-63.57257,-25.12226,0.14881309866905212
training,0.0,Undifferentiated,11,0.1903575211763382,71.702934,-21.142729,0.04813075065612793
training,0.0,Sandy Clay Loam,7,0.3833455741405487,-0.19474709,32.47929,0.09754117578268051
training,0.0,Sandy Clay Loam,7,0.3099270761013031,22.492462,-52.17863,0.11609923839569092
training,0.0,Sandy Clay Loam,7,0.2568836808204651,8.102035,-55.251713,0.11128877103328705
training,0.0,Undifferentiated,7,0.3295610249042511,-42.728912,42.73232,0.06410782039165497
training,0.0,Undifferentiated,7,0.137366384267807,-44.397907,-2.7669635,0.08866136521100998
training,0.0,Undifferentiated,7,0.20730575919151306,-63.633003,-17.509024,0.3589993715286255
training,0.0,Undifferentiated,7,0.181527242064476,-48.171635,-35.88761,0.46382126212120056
training,0.0,Undifferentiated,7,0.13978584110736847,-35.55757,-26.329617,0.2576143443584442
training,0.0,Sandy Clay Loam,7,0.3587287962436676,17.191637,-63.392025,0.12418263405561447
training,0.0,Undifferentiated,7,0.216620534658432,-62.73506,-15.227429,0.11042878776788712
training,0.0,Undifferentiated,7,0.18043620884418488,-65.95185,-11.6826315,0.08056443184614182
training,0.0,Sandy Clay Loam,7,0.40753042697906494,5.2561746,31.943596,0.0673089399933815
training,0.0,Undifferentiated,7,0.145774245262146,-43.477654,-27.036737,0.3223744332790375
training,0.0,Sandy Clay Loam,7,0.41079846024513245,18.832726,-70.340546,0.370415061712265
training,0.0,Undifferentiated,7,0.1727856546640396,-54.063248,-3.806878,0.071286641061306
training,0.0,Sandy Clay Loam,7,0.3832242488861084,0.42905614,-33.736225,0.06119478493928909
training,0.0,Undifferentiated,11,0.129047229886055,72.1315,-25.529684,0.0511384941637516
training,0.0,Sandy Clay Loam,11,0.35290607810020447,54.377785,-20.206026,0.051564864814281464
training,0.0,Undifferentiated,7,0.2894822657108307,-62.984627,23.678658,0.05497908592224121
training,0.0,Sandy Clay Loam,7,0.43543684482574463,6.797965,-78.85776,0.6441599726676941
training,0.0,Sandy Clay Loam,7,0.3898788094520569,-6.5714793,-73.41656,0.9021312594413757
training,0.0,Sandy Clay Loam,7,0.26551979780197144,8.6592455,24.694078,0.04616251587867737
training,0.0,Undifferentiated,7,0.2078445553779602,-46.083904,-1.2475379,0.12630128860473633
training,0.0,Sandy Clay Loam,7,0.2818460762500763,-1.5885593,10.084915,0.1326623558998108
training,0.0,Undifferentiated,7,0.13564148545265198,-33.401775,-32.94217,0.3164225220680237
training,0.0,Undifferentiated,7,0.22516407072544098,-40.754074,23.732618,0.19210182130336761
training,0.0,Undifferentiated,7,0.20736421644687653,-59.71554,4.696854,0.03802597522735596
training,0.0,Undifferentiated,7,0.18122078478336334,-32.956387,-7.823301,0.08233584463596344
training,0.0,Undifferentiated,7,0.2850225567817688,-31.562635,43.51971,0.04842200502753258
training,0.0,Undifferentiated,11,0.23724204301834106,68.18756,-20.767796,0.042788390070199966
training,0.0,Sandy Clay Loam,7,0.38529282808303833,5.4055204,38.52468,0.19795212149620056
training,0.0,Undifferentiated,11,0.18701738119125366,74.47734,-23.827902,0.08266804367303848
training,0.0,Undifferentiated,7,0.11347416043281555,-39.770813,-35.215393,0.34015506505966187
training,0.0,Undifferentiated,7,0.15430320799350739,-14.091977,-9.416225,0.064639613032341
training,0.0,Undifferentiated,7,0.26557713747024536,-31.695623,26.450937,0.05520172044634819
training,0.0,Sandy Clay Loam,7,0.36603018641471863,20.443573,-71.524635,0.21831941604614258
training,0.0,Undifferentiated,11,0.13863039016723633,30.474339,-12.992604,0.16582921147346497
training,0.0,Undifferentiated,7,0.20775289833545685,-74.287605,3.3891158,0.21809296309947968
training,0.0,Sandy Clay Loam,7,0.3591505289077759,-2.703854,-65.13608,0.5295383930206299
training,0.0,Sandy Clay Loam,7,0.33725014328956604,-2.8456478,-66.1353,0.35598331689834595
training,0.0,Undifferentiated,11,0.27461254596710205,66.50734,-19.464045,0.09748166799545288
training,0.0,Undifferentiated,7,0.1576797515153885,-30.205948,-28.130745,0.17908357083797455
training,0.0,Sandy Clay Loam,7,0.29871824383735657,4.703595,-30.37367,0.0695226788520813
training,0.0,Undifferentiated,7,0.12883855402469635,-31.559755,-31.719097,0.32431700825691223
training,0.0,Sandy Clay Loam,7,0.46338438987731934,7.84504,-79.307,0.5874930620193481
training,0.0,Undifferentiated,7,0.13471274077892303,-47.8392,-15.802456,0.09249839931726456
training,0.0,Undifferentiated,7,0.21653476357460022,-59.371464,37.276478,0.09329836070537567
training,0.0,Undifferentiated,7,0.16906848549842834,-61.755592,-28.413385,0.18025101721286774
training,0.0,Sandy Clay Loam,7,0.4141600430011749,0.15105624,-72.92831,0.24559590220451355
training,0.0,Undifferentiated,7,0.1804456114768982,-46.78596,-35.001472,0.2914949357509613
training,0.0,Undifferentiated,7,0.20782886445522308,-71.16108,15.954435,0.8164696097373962
training,0.0,Undifferentiated,7,0.18856260180473328,-57.185215,-6.300493,0.055270589888095856
training,0.0,Undifferentiated,11,0.15784959495067596,40.835857,-9.12425,0.07028499245643616
training,0.0,Sandy Clay Loam,11,0.31159159541130066,63.112762,-14.916859,0.09452392905950546
training,0.0,Undifferentiated,7,0.17231227457523346,-43.495422,-27.104351,0.29542624950408936
training,0.0,Sandy Clay Loam,7,0.3261153995990753,8.953716,29.742607,0.06563228368759155
training,0.0,Undifferentiated,7,0.1678316295146942,-30.46235,-31.849918,0.17023997008800507
training,0.0,Undifferentiated,7,0.30652037262916565,-12.717609,36.60751,0.051604826003313065
training,0.0,Undifferentiated,7,0.1746433973312378,-24.414476,-26.755138,0.12394145131111145
training,0.0,Undifferentiated,7,0.27859917283058167,-30.061953,25.308132,0.11153537034988403
training,0.0,Sandy Clay Loam,7,0.25031358003616333,9.493173,20.996656,0.1054607555270195
training,0.0,Sandy Clay Loam,7,0.32849738001823425,24.653585,-53.33239,0.08819872885942459
training,0.0,Sandy Clay Loam,7,0.4236050844192505,17.03283,-70.48766,0.745425820350647
training,0.0,Undifferentiated,7,0.22499236464500427,-57.500977,-36.162693,0.35995447635650635
training,0.0,Sandy Clay Loam,7,0.39261478185653687,18.802744,-76.310234,0.11256498843431473
training,0.0,Undifferentiated,11,0.20298361778259277,70.91454,-21.299118,0.06264658272266388
training,0.0,Undifferentiated,7,0.13978584110736847,-34.224667,-25.260685,0.1564645618200302
training,0.0,Undifferentiated,7,0.14885443449020386,-25.050756,-21.884521,0.09243448078632355
training,0.0,Undifferentiated,7,0.17641831934452057,-13.821519,-26.24565,0.0793098583817482
training,0.0,Undifferentiated,11,0.24824443459510803,68.776436,-19.507568,0.060262881219387054
training,0.0,Sandy Clay Loam,7,0.3237825930118561,9.676712,30.101318,0.1133975014090538
training,0.0,Undifferentiated,11,0.24268679320812225,70.48302,-19.187738,0.0604005791246891
training,0.0,Undifferentiated,11,0.23485061526298523,50.94228,-12.580166,0.059518247842788696
training,0.0,Undifferentiated,7,0.23619067668914795,-48.849052,-3.159914,0.17588937282562256
training,0.0,Undifferentiated,7,0.18771344423294067,-19.914621,-21.211641,0.0735224038362503
training,0.0,Undifferentiated,7,0.1512768417596817,-9.859586,-12.03613,0.05592241510748863
training,0.0,Sandy Clay Loam,7,0.34921935200691223,5.9081206,38.520226,0.08179227262735367
training,0.0,Undifferentiated,7,0.12931789457798004,-27.929234,-25.696413,0.12279463559389114
training,0.0,Undifferentiated,7,0.18954618275165558,-70.69773,-8.720407,0.0950978696346283
training,0.0,Sandy Clay Loam,7,0.32616084814071655,21.980217,-47.881187,0.18014171719551086
training,0.0,Undifferentiated,7,0.18028105795383453,-54.924156,-13.202335,0.0814485177397728
training,0.0,Sandy Clay Loam,7,0.3124159276485443,-1.5019288,-30.246016,0.10578053444623947
training,0.0,Sandy Clay Loam,7,0.3218501806259155,9.09694,-68.90747,0.28334543108940125
training,0.0,Undifferentiated,7,0.18043620884418488,-55.91578,-35.817295,0.3968338966369629
training,0.0,Undifferentiated,7,0.25955653190612793,-40.85343,39.171864,0.04936370253562927
training,0.0,Undifferentiated,7,0.14158613979816437,-50.478565,-11.496611,0.09570790082216263
training,0.0,Undifferentiated,7,0.11129969358444214,-40.809788,6.971012,0.07918549329042435
training,0.0,Undifferentiated,7,0.17916171252727509,-15.919185,-22.929417,0.07873182743787766
training,0.0,Undifferentiated,7,0.2239948809146881,-53.71522,-5.2376127,0.06770309805870056
training,0.0,Undifferentiated,7,0.23576754331588745,-33.0485,27.410503,0.06448299437761307
training,0.0,Undifferentiated,11,0.16595908999443054,78.18455,-22.567715,0.16725218296051025
training,0.0,Undifferentiated,11,0.23724204301834106,68.74315,-22.165722,0.05148020386695862
training,0.0,Undifferentiated,7,0.12696491181850433,-28.09707,-28.22845,0.1816461682319641
training,0.0,Sandy Clay Loam,7,0.3588046431541443,14.993815,-64.503746,0.1414155215024948
training,0.0,Sandy Clay Loam,7,0.4197790324687958,28.893711,-54.25342,0.13114726543426514
training,0.0,Sandy Clay Loam,7,0.22883692383766174,39.613785,5.3222055,0.34857621788978577
training,0.0,Sandy Clay Loam,11,0.3185962736606598,64.12418,-16.760487,0.11243882030248642
training,0.0,Undifferentiated,7,0.23619067668914795,-53.255646,-5.1908193,0.11779427528381348
training,0.0,Sandy Clay Loam,7,0.35740718245506287,-3.959825,-36.64637,0.11416079103946686
training,0.0,Sandy Clay Loam,7,0.3601469099521637,0.5679454,-37.988697,0.06123936548829079
training,0.0,Undifferentiated,7,0.1933516263961792,-70.13893,-3.6227183,0.24300380051136017
training,0.0,Sandy Clay Loam,7,0.2949734032154083,8.264586,-61.85806,0.13895250856876373
training,0.0,Undifferentiated,11,0.13769184052944183,31.481506,-13.096256,0.09298167377710342
training,0.0,Sandy Clay Loam,7,0.20036160945892334,-32.053085,17.27145,0.06555109471082687
training,0.0,Undifferentiated,7,0.1884157359600067,-56.263447,-20.755636,0.1419600397348404
training,0.0,Undifferentiated,7,0.18707095086574554,-73.35314,-2.917808,0.15154729783535004
training,0.0,Sandy Clay Loam,7,0.3882717192173004,9.647987,-72.430305,0.8258693218231201
training,0.0,Undifferentiated,7,0.3682402968406677,-50.32326,41.46366,0.05580958351492882
training,0.0,Undifferentiated,7,0.2039448767900467,-70.98121,12.347574,0.16538698971271515
training,0.0,Sandy Clay Loam,11,0.29164549708366394,59.550316,-40.357883,0.13445688784122467
training,0.0,Sandy Clay Loam,7,0.2603154182434082,21.023735,-51.253994,0.08228019624948502
training,0.0,Sandy Clay Loam,7,0.33444616198539734,6.290276,-60.153267,0.14848464727401733
training,0.0,Sandy Clay Loam,7,0.21116407215595245,-12.472593,-28.310709,0.06950182467699051
training,0.0,Sandy Clay Loam,7,0.38618171215057373,3.0399091,-69.82298,0.13791823387145996
training,0.0,Sandy Clay Loam,7,0.32847461104393005,11.846315,-65.28222,0.12785302102565765
training,0.0,Undifferentiated,7,0.3728572428226471,-49.46576,43.314617,0.05298345535993576
training,0.0,Undifferentiated,7,0.1480199694633484,-25.302866,-27.95335,0.15202391147613525
training,0.0,Undifferentiated,7,0.11129969358444214,-39.261024,9.773179,0.0701836347579956
training,0.0,Sandy Clay Loam,7,0.36324408650398254,16.773693,-67.16366,0.2819136381149292
training,0.0,Sandy Clay Loam,11,0.20810261368751526,57.445175,-39.84446,0.15873835980892181
training,0.0,Undifferentiated,7,0.13452108204364777,-15.551465,-21.983454,0.07040618360042572
training,0.0,Sandy Clay Loam,7,0.3194807469844818,-0.07170787,8.62275,0.21936094760894775
training,0.0,Undifferentiated,7,0.1441599726676941,-20.59391,-32.147865,0.17587445676326752
training,0.0,Sandy Clay Loam,11,0.3612392544746399,54.969658,-18.24801,0.05622612684965134
training,0.0,Sandy Clay Loam,7,0.304946631193161,11.053507,-62.874344,0.18054701387882233
training,0.0,Undifferentiated,7,0.20199111104011536,-51.29575,-31.108864,0.3772352635860443
training,0.0,Undifferentiated,7,0.1863386482000351,-67.25425,-10.180294,0.07388851791620255
training,0.0,Undifferentiated,7,0.18149222433567047,-59.31518,-18.017271,0.09702184051275253
training,0.0,Undifferentiated,11,0.14509794116020203,40.377293,-19.306303,0.1437825858592987
training,0.0,Sandy Clay Loam,7,0.3094470500946045,22.145973,-46.849182,0.2574079632759094
training,0.0,Undifferentiated,7,0.15072223544120789,-15.05019,-8.485775,0.0829428881406784
training,0.0,Sandy Clay Loam,7,0.18991629779338837,37.16671,13.67329,0.047583483159542084
training,0.0,Sandy Clay Loam,7,0.3460581600666046,7.751441,29.915201,0.09105487167835236
training,0.0,Undifferentiated,7,0.1259251832962036,-19.911486,-31.768747,0.23188123106956482
training,0.0,Undifferentiated,7,0.16003867983818054,-56.17201,-12.969559,0.14287230372428894
training,0.0,Undifferentiated,7,0.1886572241783142,-71.517044,-5.7976313,0.16645221412181854
training,0.0,Undifferentiated,11,0.2669112980365753,51.84239,-12.252522,0.07113273441791534
training,0.0,Sandy Clay Loam,7,0.33993440866470337,0.22181009,-62.2129,0.11894265562295914
training,0.0,Sandy Clay Loam,11,0.35290607810020447,54.635864,-21.336954,0.1571422517299652
