column,mean,std,min,p1,p25,p50,p75,p99,max,skew,would_log1p,would_clip,in_physics_set
Slope_mean,23.391681427468,9.019329017145463,10.500329194184406,10.933634042692184,16.251789383133872,21.860583232550887,28.79893039623085,48.949285850524895,72.316650390625,0.8747802082686391,False,False,True
BUK_mean,11.36262938054604,0.560412688242316,9.754045486450195,10.147107388323004,11.016583158856347,11.284831047058105,11.696974039077759,13.302691243213156,14.009266156416674,0.8957482946004662,False,False,True
Prc_mean,218.28901030178739,31.16554893916724,176.60064697265622,176.60064697265622,176.60064697265625,223.5367889404297,237.27426147460938,263.1296691894531,263.1296691894531,-0.14938603274670953,False,False,True
ContributingFactor_mean,26395.066152558808,364266.9015380938,26.110294342041016,69.74166966029576,422.4660648973832,927.4736511674646,3121.517074740663,414514.83092152415,47764842.0,69.82657128393714,False,False,True
SoilThc_mean,13.579733542283105,5.964603030322453,0.0,2.2249999409914016,8.850000381469727,13.104602234006371,17.680709745594292,29.129999160766598,40.060001373291016,0.47027844601891405,False,False,True
soil_texture_idx,7.517309694100265,1.342259179617177,7.0,7.0,7.0,7.0,7.0,11.0,11.0,2.2093201023154467,True,True,False
PGA2_max,0.25106663792429285,0.0904249989598683,0.09308550506830215,0.11880335211753845,0.17814725637435913,0.22480396926403046,0.3287423849105835,0.45949503779411316,0.5219438672065735,0.45226901374959927,False,False,True
Elev_mean,712.020770122383,460.5561506966842,48.01196765899658,74.24476216624893,364.1490702134245,594.7490930521263,1020.394603729248,1939.0203875854077,2385.66259765625,0.783033063274512,False,True,False
