split,fold,n,pre_min,pre_max,pre_mean,pre_median,post_min,post_max,post_mean,post_median,frac_clipped_high,frac_clipped_low,frac_unchanged,post_within_bounds
Training,1,56880,0.4156743288040161,51.57346725463867,34.425865173339844,34.80030059814453,0.4156743288040161,39.999996185302734,33.6483039855957,34.80030059814453,0.3143108298171589,0.0,0.685689170182841,True
Training,2,56880,14.47149658203125,57.28734588623047,33.11787414550781,34.20439529418945,14.47149658203125,39.999996185302734,32.967586517333984,34.20439529418945,0.0895393811533052,0.0,0.9104606188466948,True
Training,3,56880,0.00019557678024284542,43.682456970214844,30.918567657470703,30.24266815185547,0.00019557678024284542,39.999996185302734,30.86812973022461,30.24266815185547,0.04460267229254571,0.0,0.9553973277074543,True
Training,4,56880,0.15637576580047607,55.44733810424805,35.845069885253906,35.9654426574707,0.15637576580047607,39.999996185302734,34.07653045654297,35.9654426574707,0.37716244725738396,0.0,0.622837552742616,True
Validation,1,241062,8.225135156303409e-11,51.816200256347656,31.46480369567871,28.56711769104004,8.225135156303409e-11,39.999996185302734,31.018522262573242,28.56711769104004,0.16301615352067103,0.0,0.836983846479329,True
Validation,2,241062,0.042997781187295914,57.2957649230957,32.75728988647461,32.878108978271484,0.042997781187295914,39.999996185302734,32.62742233276367,32.878108978271484,0.07425475603786577,0.0,0.9257452439621342,True
Validation,3,241062,1.765879176218732e-08,45.563663482666016,29.305265426635742,28.585693359375,1.765879176218732e-08,39.999996185302734,29.269214630126953,28.585693359375,0.030954692153885723,0.0,0.9690453078461143,True
Validation,4,241062,0.0005921532865613699,55.44733810424805,34.34901428222656,33.25408935546875,0.0005921532865613699,39.999996185302734,33.220741271972656,33.25408935546875,0.2587674540159793,0.0,0.7412325459840207,True
